,Protocol Type,Service,Flag,Logged In,Count,Serror Rate,Srv Serror Rate,Rerror Rate,Srv Rerror Rate,Same Srv Rate,Dst Host Count,Dst Host Srv Count,Dst Host Same Srv Rate,Dst Host Serror Rate,Dst Host Srv Serror Rate,Dst Host Rerror Rate,Dst Host Srv Rerror Rate,Difficulty Level,Class
5810,2,49,9,0,72,0.01,0.0,0.0,0.0,0.99,255,71,0.28,0.0,0.0,0.0,0.0,15,0
5811,1,54,5,0,11,1.0,0.85,0.0,0.0,1.0,153,136,0.46,0.99,0.52,0.0,0.0,17,0
5812,0,15,9,0,196,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,18,0
5813,1,28,5,0,254,1.0,1.0,0.0,0.0,0.0,255,1,0.0,1.0,1.0,0.0,0.0,19,0
5814,1,49,5,0,42,1.0,1.0,0.0,0.0,0.21,255,9,0.04,1.0,1.0,0.0,0.0,21,0
5815,1,49,5,0,222,1.0,1.0,0.0,0.0,0.02,255,3,0.01,1.0,1.0,0.0,0.0,21,0
5816,1,24,4,1,5,0.0,0.0,1.0,1.0,1.0,5,5,1.0,0.0,0.0,1.0,1.0,4,0
5817,1,10,2,0,133,0.0,0.0,1.0,1.0,0.14,255,18,0.07,0.0,0.0,1.0,1.0,19,0
5818,1,36,1,0,240,0.0,0.0,1.0,1.0,0.03,255,8,0.03,0.0,0.0,1.0,1.0,20,0
5819,1,13,5,0,237,1.0,1.0,0.0,0.0,0.02,255,5,0.02,1.0,1.0,0.0,0.0,20,0
5820,1,63,5,0,291,1.0,1.0,0.0,0.0,0.07,255,20,0.08,1.0,1.0,0.0,0.0,20,0
5821,1,24,9,1,1,0.0,0.0,0.0,0.0,1.0,60,60,1.0,0.0,0.0,0.02,0.02,10,0
5822,2,49,9,0,33,0.0,0.0,0.0,0.0,1.0,236,33,0.14,0.02,0.0,0.0,0.0,15,0
5823,1,49,5,0,110,1.0,1.0,0.0,0.0,0.09,255,32,0.13,1.0,1.0,0.0,0.0,19,0
5824,1,60,5,0,25,1.0,1.0,0.0,0.0,0.6,225,56,0.24,1.0,0.98,0.0,0.0,18,0
5825,1,49,5,0,136,1.0,1.0,0.0,0.0,0.15,255,20,0.08,1.0,1.0,0.0,0.0,21,0
5826,0,15,9,0,511,0.0,0.0,0.0,0.0,1.0,255,168,0.66,0.0,0.0,0.0,0.0,18,0
5827,1,49,5,0,189,1.0,1.0,0.0,0.0,0.01,255,19,0.07,1.0,1.0,0.0,0.0,19,0
5828,1,49,5,0,177,1.0,1.0,0.0,0.0,0.06,255,9,0.04,1.0,1.0,0.0,0.0,21,0
5829,1,49,5,0,108,1.0,1.0,0.0,0.0,0.06,255,14,0.05,1.0,1.0,0.0,0.0,21,0
5830,1,49,5,0,250,1.0,1.0,0.0,0.0,0.05,255,2,0.01,1.0,1.0,0.0,0.0,21,0
5831,1,49,1,0,114,0.0,0.0,1.0,1.0,0.06,139,7,0.05,0.0,0.0,1.0,1.0,18,0
5832,1,49,5,0,142,1.0,1.0,0.0,0.0,0.07,255,12,0.05,1.0,1.0,0.0,0.0,21,0
5833,1,18,5,0,24,1.0,1.0,0.0,0.0,0.38,255,69,0.27,1.0,1.0,0.0,0.0,20,0
5834,1,37,1,0,250,0.0,0.0,1.0,1.0,0.01,255,2,0.01,0.0,0.0,1.0,1.0,20,0
5835,1,49,1,0,104,0.0,0.0,1.0,1.0,0.04,129,4,0.03,0.0,0.0,1.0,1.0,18,0
5836,1,33,1,0,106,0.0,0.0,1.0,1.0,0.18,255,7,0.03,0.0,0.0,1.0,1.0,18,0
5837,1,49,1,0,102,0.0,0.0,1.0,1.0,0.01,27,1,0.04,0.0,0.0,1.0,1.0,15,0
5838,0,15,9,0,277,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,19,0
5839,1,49,5,0,288,1.0,1.0,0.0,0.0,0.03,255,11,0.04,1.0,1.0,0.0,0.0,21,0
5840,1,49,1,0,149,0.0,0.0,1.0,1.0,0.13,255,2,0.01,0.0,0.0,1.0,1.0,21,0
5841,1,33,5,0,266,1.0,1.0,0.0,0.0,0.02,255,16,0.06,1.0,1.0,0.0,0.0,19,0
5842,1,20,5,0,263,1.0,1.0,0.0,0.0,0.06,255,16,0.06,1.0,1.0,0.0,0.0,20,0
5843,1,49,5,0,131,1.0,1.0,0.0,0.0,0.11,255,33,0.13,1.0,1.0,0.0,0.0,18,0
5844,1,49,5,0,9,1.0,1.0,0.0,0.0,0.44,255,17,0.07,1.0,1.0,0.0,0.0,21,0
5845,1,49,1,0,144,0.0,0.0,1.0,1.0,0.01,255,1,0.0,0.0,0.0,1.0,1.0,21,0
5846,1,49,5,0,116,1.0,1.0,0.0,0.0,0.09,255,7,0.03,1.0,1.0,0.0,0.0,21,0
5847,1,49,5,0,265,1.0,1.0,0.0,0.0,0.06,255,16,0.06,1.0,1.0,0.0,0.0,21,0
5848,1,49,5,0,98,1.0,1.0,0.0,0.0,0.09,255,9,0.04,1.0,1.0,0.0,0.0,21,0
5849,1,20,5,0,32,1.0,1.0,0.0,0.0,0.5,255,60,0.24,1.0,1.0,0.0,0.0,18,0
5850,1,41,1,0,82,0.0,0.0,1.0,1.0,0.18,255,15,0.06,0.0,0.0,1.0,1.0,19,0
5851,1,37,5,0,111,1.0,1.0,0.0,0.0,0.21,255,23,0.09,1.0,1.0,0.0,0.0,19,0
5852,1,16,5,0,30,1.0,1.0,0.0,0.0,0.33,255,10,0.04,1.0,1.0,0.0,0.0,19,0
5853,1,7,5,0,248,1.0,1.0,0.0,0.0,0.09,255,22,0.09,1.0,1.0,0.0,0.0,20,0
5854,1,41,5,0,124,1.0,1.0,0.0,0.0,0.13,255,16,0.06,1.0,1.0,0.0,0.0,20,0
5855,1,67,5,0,220,1.0,1.0,0.0,0.0,0.04,255,9,0.04,1.0,1.0,0.0,0.0,21,0
5856,1,20,5,0,31,0.97,1.0,0.03,0.0,0.19,255,27,0.11,1.0,1.0,0.0,0.0,18,0
5857,1,24,9,1,4,0.0,0.0,0.0,0.0,1.0,97,97,1.0,0.01,0.01,0.01,0.01,12,0
5858,1,60,5,0,284,1.0,1.0,0.0,0.0,0.01,255,3,0.01,1.0,1.0,0.0,0.0,18,0
5859,1,49,5,0,269,1.0,1.0,0.0,0.0,0.01,255,1,0.0,1.0,1.0,0.0,0.0,21,0
5860,1,9,5,0,106,1.0,1.0,0.0,0.0,0.06,255,6,0.02,1.0,1.0,0.0,0.0,20,0
5861,1,57,5,0,232,1.0,1.0,0.0,0.0,0.06,255,15,0.06,1.0,1.0,0.0,0.0,20,0
5862,1,24,1,0,292,0.0,0.0,1.0,1.0,0.06,255,17,0.07,0.0,0.0,1.0,1.0,20,0
5863,1,49,5,0,212,1.0,1.0,0.0,0.0,0.09,255,18,0.07,1.0,1.0,0.0,0.0,21,0
5864,1,49,5,0,210,1.0,1.0,0.0,0.0,0.12,70,23,0.33,0.97,1.0,0.0,0.0,18,0
5865,1,49,5,0,217,1.0,1.0,0.0,0.0,0.04,255,10,0.04,1.0,1.0,0.0,0.0,21,0
5866,1,6,5,0,112,1.0,1.0,0.0,0.0,0.06,255,7,0.03,1.0,1.0,0.0,0.0,18,0
5867,1,4,1,0,227,0.0,0.0,1.0,1.0,0.02,255,5,0.02,0.0,0.0,1.0,1.0,20,0
5868,1,49,5,0,66,1.0,1.0,0.0,0.0,0.26,255,17,0.07,1.0,1.0,0.0,0.0,21,0
5869,1,8,5,0,199,1.0,1.0,0.0,0.0,0.03,255,5,0.02,1.0,1.0,0.0,0.0,20,0
5870,1,38,5,0,296,1.0,1.0,0.0,0.0,0.07,255,20,0.08,1.0,1.0,0.0,0.0,21,0
5871,1,58,5,0,219,1.0,1.0,0.0,0.0,0.03,255,7,0.03,1.0,1.0,0.0,0.0,21,0
5872,1,39,5,0,217,1.0,1.0,0.0,0.0,0.02,255,5,0.02,1.0,1.0,0.0,0.0,21,0
5873,1,58,5,0,244,1.0,1.0,0.0,0.0,0.08,255,8,0.03,1.0,1.0,0.0,0.0,18,0
5874,1,18,5,0,283,1.0,1.0,0.0,0.0,0.04,255,9,0.04,1.0,1.0,0.0,0.0,19,0
5875,1,49,5,0,135,1.0,1.0,0.0,0.0,0.1,255,7,0.03,1.0,1.0,0.0,0.0,21,0
5876,1,67,5,0,264,1.0,1.0,0.0,0.0,0.07,255,18,0.07,1.0,1.0,0.0,0.0,20,0
5877,1,66,2,0,115,0.0,0.0,1.0,1.0,0.08,255,9,0.04,0.0,0.0,1.0,1.0,20,0
5878,1,19,5,0,298,1.0,1.0,0.0,0.0,0.02,255,2,0.01,1.0,1.0,0.0,0.0,18,0
5879,1,49,5,0,7,1.0,1.0,0.0,0.0,0.14,255,18,0.07,1.0,1.0,0.0,0.0,19,0
5880,1,69,5,0,203,1.0,1.0,0.0,0.0,0.01,255,2,0.01,1.0,1.0,0.0,0.0,20,0
5881,1,66,2,0,113,0.0,0.0,1.0,1.0,0.07,255,8,0.03,0.0,0.0,1.0,1.0,20,0
5882,1,28,5,0,170,1.0,1.0,0.0,0.0,0.02,255,4,0.02,1.0,1.0,0.0,0.0,18,0
5883,1,68,5,0,246,1.0,1.0,0.0,0.0,0.01,255,19,0.07,1.0,1.0,0.0,0.0,18,0
5884,1,60,5,0,56,1.0,1.0,0.0,0.0,0.23,255,63,0.25,1.0,1.0,0.0,0.0,19,0
5885,1,60,5,0,14,0.93,1.0,0.07,0.0,0.29,255,47,0.18,1.0,1.0,0.0,0.0,19,0
5886,1,24,5,0,24,1.0,1.0,0.0,0.0,0.33,255,60,0.24,1.0,1.0,0.0,0.0,18,0
5887,1,49,1,0,150,0.0,0.0,1.0,1.0,0.01,255,2,0.01,0.0,0.0,1.0,1.0,21,0
5888,1,13,5,0,179,1.0,1.0,0.0,0.0,0.09,255,16,0.06,1.0,1.0,0.0,0.0,19,0
5889,1,24,1,0,257,0.0,0.0,1.0,1.0,0.05,255,12,0.05,0.0,0.0,1.0,1.0,20,0
5890,1,38,5,0,258,1.0,1.0,0.0,0.0,0.1,255,25,0.1,1.0,1.0,0.0,0.0,18,0
5891,1,49,5,0,137,1.0,1.0,0.0,0.0,0.07,255,15,0.06,1.0,1.0,0.0,0.0,21,0
5892,1,49,5,0,170,1.0,1.0,0.0,0.0,0.01,255,13,0.05,1.0,1.0,0.0,0.0,19,0
5893,1,40,1,0,242,0.0,0.0,1.0,1.0,0.02,255,5,0.02,0.0,0.0,1.0,1.0,20,0
5894,1,68,5,0,265,1.0,1.0,0.0,0.0,0.05,255,6,0.02,1.0,1.0,0.0,0.0,18,0
5895,1,59,5,0,236,1.0,1.0,0.0,0.0,0.02,255,5,0.02,1.0,1.0,0.0,0.0,21,0
5896,1,60,5,0,271,1.0,1.0,0.0,0.0,0.05,255,14,0.05,1.0,1.0,0.0,0.0,21,0
5897,1,41,1,0,112,0.0,0.0,1.0,1.0,0.02,255,2,0.01,0.0,0.0,1.0,1.0,20,0
5898,1,36,5,0,203,1.0,1.0,0.0,0.0,0.01,255,13,0.05,1.0,1.0,0.0,0.0,18,0
5899,0,15,9,0,314,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,18,0
5900,1,29,1,0,243,0.0,0.0,1.0,1.0,0.04,255,10,0.04,0.0,0.0,1.0,1.0,19,0
5901,1,20,5,0,256,1.0,1.0,0.0,0.0,0.06,255,7,0.03,1.0,1.0,0.0,0.0,19,0
5902,1,49,5,0,108,1.0,1.0,0.0,0.0,0.01,10,4,0.4,1.0,1.0,0.0,0.0,18,0
5903,1,19,5,0,273,1.0,1.0,0.0,0.0,0.08,255,23,0.09,1.0,1.0,0.0,0.0,18,0
5904,1,6,5,0,114,1.0,1.0,0.0,0.0,0.11,255,13,0.05,1.0,1.0,0.0,0.0,20,0
5905,1,60,5,0,241,1.0,1.0,0.0,0.0,0.08,255,26,0.1,1.0,1.0,0.0,0.0,18,0
5906,2,49,9,0,130,0.77,0.0,0.0,0.0,0.23,255,30,0.12,0.09,0.0,0.8,0.0,18,0
5907,0,15,9,0,137,0.0,0.0,0.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,18,0
5908,1,49,5,0,119,1.0,1.0,0.0,0.0,0.08,255,11,0.04,1.0,1.0,0.0,0.0,21,0
5909,1,49,5,0,66,1.0,1.0,0.0,0.0,0.06,255,20,0.08,1.0,1.0,0.0,0.0,19,0
5910,1,19,5,0,249,1.0,1.0,0.0,0.0,0.02,255,5,0.02,1.0,1.0,0.0,0.0,21,0
5911,1,39,5,0,231,1.0,1.0,0.0,0.0,0.01,255,3,0.01,1.0,1.0,0.0,0.0,20,0
5912,1,49,5,0,129,1.0,1.0,0.0,0.0,0.16,74,20,0.27,1.0,1.0,0.0,0.0,18,0
5913,1,49,5,0,47,1.0,1.0,0.0,0.0,0.43,255,20,0.08,1.0,1.0,0.0,0.0,20,0
5914,1,49,5,0,141,0.99,1.0,0.0,0.0,0.13,255,18,0.07,1.0,1.0,0.0,0.0,21,0
5915,1,49,5,0,206,1.0,1.0,0.0,0.0,0.09,255,4,0.02,1.0,1.0,0.0,0.0,19,0
5916,1,26,5,0,99,1.0,1.0,0.0,0.0,0.05,255,1,0.0,1.0,1.0,0.0,0.0,20,0
5917,1,24,9,1,3,0.0,0.0,0.0,0.25,1.0,255,255,1.0,0.01,0.01,0.02,0.02,15,0
5918,1,41,5,0,145,1.0,1.0,0.0,0.0,0.03,255,5,0.02,1.0,1.0,0.0,0.0,19,0
5919,1,60,5,0,77,1.0,1.0,0.0,0.0,0.25,255,65,0.25,1.0,1.0,0.0,0.0,18,0
5920,1,18,5,0,59,1.0,1.0,0.0,0.0,0.25,221,57,0.25,0.99,0.96,0.0,0.0,18,0
5921,1,54,5,0,257,1.0,1.0,0.0,0.0,0.02,255,6,0.02,1.0,1.0,0.0,0.0,21,0
5922,1,49,5,0,150,1.0,1.0,0.0,0.0,0.03,255,5,0.02,1.0,1.0,0.0,0.0,21,0
5923,1,19,5,0,45,1.0,1.0,0.0,0.0,0.11,255,12,0.05,1.0,1.0,0.0,0.0,18,0
5924,1,10,5,0,202,1.0,1.0,0.0,0.0,0.06,255,11,0.04,1.0,1.0,0.0,0.0,20,0
5925,1,49,5,0,128,1.0,1.0,0.0,0.0,0.11,255,9,0.04,1.0,1.0,0.0,0.0,21,0
5926,1,30,5,0,147,1.0,1.0,0.0,0.0,0.1,255,2,0.01,1.0,1.0,0.0,0.0,18,0
5927,1,49,5,0,38,1.0,1.0,0.0,0.0,0.37,255,14,0.05,1.0,1.0,0.0,0.0,21,0
5928,1,49,5,0,203,1.0,1.0,0.0,0.0,0.07,255,15,0.06,1.0,1.0,0.0,0.0,21,0
5929,1,66,2,0,118,0.0,0.0,1.0,1.0,0.11,255,13,0.05,0.0,0.0,1.0,1.0,19,0
5930,1,49,5,0,47,1.0,1.0,0.0,0.0,0.21,255,10,0.04,1.0,1.0,0.0,0.0,21,0
5931,1,11,5,0,149,1.0,1.0,0.0,0.0,0.13,255,4,0.02,1.0,1.0,0.0,0.0,19,0
5932,1,35,5,0,269,1.0,1.0,0.0,0.0,0.09,255,23,0.09,1.0,1.0,0.0,0.0,19,0
5933,1,9,5,0,293,1.0,1.0,0.0,0.0,0.03,255,8,0.03,1.0,1.0,0.0,0.0,19,0
5934,1,49,1,0,140,0.0,0.0,1.0,1.0,0.08,255,4,0.02,0.0,0.0,1.0,1.0,21,0
5935,1,24,9,1,4,0.0,0.0,0.0,0.2,1.0,255,255,1.0,0.0,0.0,0.04,0.04,16,0
5936,1,49,5,0,103,1.0,1.0,0.0,0.0,0.24,255,25,0.1,1.0,1.0,0.0,0.0,21,0
5937,1,69,5,0,137,1.0,1.0,0.0,0.0,0.12,255,17,0.07,1.0,1.0,0.0,0.0,18,0
5938,1,8,5,0,276,1.0,1.0,0.0,0.0,0.03,255,9,0.04,1.0,1.0,0.0,0.0,20,0
5939,1,49,5,0,126,1.0,1.0,0.0,0.0,0.09,255,14,0.05,1.0,1.0,0.0,0.0,21,0
5940,1,49,5,0,117,1.0,1.0,0.0,0.0,0.04,255,5,0.02,1.0,1.0,0.0,0.0,21,0
5941,1,49,5,0,122,1.0,1.0,0.0,0.0,0.01,124,1,0.01,1.0,1.0,0.0,0.0,18,0
5942,1,13,5,0,200,1.0,1.0,0.0,0.0,0.04,255,7,0.03,1.0,1.0,0.0,0.0,20,0
5943,1,18,5,0,10,1.0,1.0,0.0,0.0,0.3,255,55,0.22,1.0,1.0,0.0,0.0,18,0
5944,1,18,5,0,57,1.0,1.0,0.0,0.0,0.28,255,64,0.25,1.0,1.0,0.0,0.0,20,0
5945,2,49,9,0,83,0.0,0.0,0.0,0.0,1.0,255,83,0.33,0.02,0.0,0.0,0.0,18,0
5946,1,49,5,0,136,1.0,1.0,0.0,0.0,0.15,255,8,0.03,1.0,1.0,0.0,0.0,21,0
5947,1,24,1,0,111,0.0,0.0,1.0,1.0,0.14,255,14,0.05,0.0,0.0,1.0,1.0,18,0
5948,1,39,5,0,64,1.0,1.0,0.0,0.0,0.09,255,15,0.06,1.0,1.0,0.0,0.0,18,0
5949,1,29,5,0,246,1.0,1.0,0.0,0.0,0.02,255,4,0.02,1.0,1.0,0.0,0.0,20,0
5950,1,69,5,0,4,1.0,1.0,0.0,0.0,0.25,255,1,0.0,1.0,1.0,0.0,0.0,20,0
5951,1,49,5,0,179,1.0,1.0,0.0,0.0,0.03,255,19,0.07,1.0,1.0,0.0,0.0,19,0
5952,1,49,5,0,101,1.0,1.0,0.0,0.0,0.16,255,16,0.06,1.0,1.0,0.0,0.0,21,0
5953,1,49,5,0,103,1.0,1.0,0.0,0.0,0.07,255,19,0.07,1.0,1.0,0.0,0.0,21,0
5954,0,15,9,0,511,0.0,0.0,0.0,0.0,1.0,255,131,0.51,0.0,0.0,0.0,0.0,20,0
5955,1,49,5,0,248,1.0,1.0,0.0,0.0,0.04,255,9,0.04,1.0,1.0,0.0,0.0,21,0
5956,1,37,5,0,223,1.0,1.0,0.0,0.0,0.09,255,19,0.07,1.0,1.0,0.0,0.0,19,0
5957,0,15,9,0,329,0.0,0.0,0.0,0.0,1.0,245,151,0.62,0.01,0.0,0.26,0.0,18,0
5958,1,69,5,0,147,1.0,1.0,0.0,0.0,0.13,255,3,0.01,1.0,1.0,0.0,0.0,19,0
5959,1,49,5,0,129,1.0,1.0,0.0,0.0,0.11,255,2,0.01,1.0,1.0,0.0,0.0,21,0
5960,1,24,9,1,4,0.0,0.0,0.0,0.0,1.0,25,25,1.0,0.0,0.0,0.32,0.32,12,0
5961,1,20,5,0,24,1.0,1.0,0.0,0.0,0.42,224,54,0.22,1.0,0.93,0.0,0.0,18,0
5962,1,49,5,0,150,1.0,1.0,0.0,0.0,0.07,255,17,0.07,1.0,1.0,0.0,0.0,21,0
5963,1,49,5,0,289,1.0,1.0,0.0,0.0,0.02,255,9,0.04,1.0,1.0,0.0,0.0,21,0
5964,1,49,1,0,133,0.0,0.0,1.0,1.0,0.14,208,19,0.09,0.0,0.0,1.0,1.0,18,0
5965,1,9,5,0,290,1.0,1.0,0.0,0.0,0.07,255,1,0.0,1.0,1.0,0.0,0.0,18,0
5966,1,17,2,0,91,0.0,0.0,1.0,1.0,0.01,255,1,0.0,0.0,0.0,1.0,1.0,18,0
5967,1,49,5,0,223,1.0,1.0,0.0,0.0,0.06,255,13,0.05,1.0,1.0,0.0,0.0,21,0
5968,1,30,5,0,106,1.0,1.0,0.0,0.0,0.16,255,11,0.04,1.0,1.0,0.0,0.0,21,0
5969,1,7,5,0,257,1.0,1.0,0.0,0.0,0.03,255,7,0.03,1.0,1.0,0.0,0.0,20,0
5970,1,16,5,0,24,1.0,1.0,0.0,0.0,0.17,255,4,0.02,1.0,1.0,0.0,0.0,18,0
5971,1,49,5,0,87,1.0,1.0,0.0,0.0,0.06,255,20,0.08,1.0,1.0,0.0,0.0,19,0
5972,1,36,5,0,202,1.0,1.0,0.0,0.0,0.0,255,1,0.0,1.0,1.0,0.0,0.0,21,0
5973,1,11,5,0,271,1.0,1.0,0.0,0.0,0.05,255,4,0.02,1.0,1.0,0.0,0.0,18,0
5974,1,16,5,0,148,1.0,1.0,0.0,0.0,0.13,255,19,0.07,1.0,1.0,0.0,0.0,20,0
5975,1,49,5,0,240,1.0,1.0,0.0,0.0,0.04,255,4,0.02,1.0,1.0,0.0,0.0,21,0
5976,1,35,5,0,231,1.0,1.0,0.0,0.0,0.04,255,9,0.04,1.0,1.0,0.0,0.0,20,0
5977,1,49,5,0,201,1.0,1.0,0.0,0.0,0.04,240,8,0.03,0.94,1.0,0.0,0.0,18,0
5978,1,20,5,0,265,1.0,1.0,0.0,0.0,0.09,255,23,0.09,1.0,1.0,0.0,0.0,19,0
5979,1,49,5,0,132,1.0,1.0,0.0,0.0,0.02,255,13,0.05,1.0,1.0,0.0,0.0,21,0
5980,1,67,5,0,263,1.0,1.0,0.0,0.0,0.07,255,19,0.07,1.0,1.0,0.0,0.0,20,0
5981,1,44,5,0,250,1.0,1.0,0.0,0.0,0.08,255,20,0.08,1.0,1.0,0.0,0.0,21,0
5982,1,26,1,0,131,0.0,0.0,1.0,1.0,0.15,255,19,0.07,0.0,0.0,1.0,1.0,18,0
5983,2,49,9,0,21,0.0,0.0,0.0,0.0,1.0,255,88,0.35,0.0,0.0,0.0,0.0,15,0
5984,1,49,5,0,118,1.0,1.0,0.0,0.0,0.17,255,19,0.07,1.0,1.0,0.0,0.0,21,0
5985,1,11,5,0,235,1.0,1.0,0.0,0.0,0.08,255,20,0.08,1.0,1.0,0.0,0.0,20,0
5986,1,49,5,0,106,1.0,1.0,0.0,0.0,0.09,255,15,0.06,1.0,1.0,0.0,0.0,21,0
5987,2,49,9,0,123,0.81,0.0,0.0,0.0,0.19,255,23,0.09,0.09,0.0,0.82,0.0,18,0
5988,1,49,5,0,16,1.0,1.0,0.0,0.0,1.0,255,17,0.07,1.0,1.0,0.0,0.0,19,0
5989,1,41,5,0,150,1.0,1.0,0.0,0.0,0.13,255,20,0.08,1.0,1.0,0.0,0.0,20,0
5990,1,49,5,0,154,1.0,1.0,0.0,0.0,0.05,255,7,0.03,1.0,1.0,0.0,0.0,21,0
5991,1,49,5,0,220,1.0,1.0,0.0,0.0,0.04,255,8,0.03,1.0,1.0,0.0,0.0,21,0
5992,1,49,5,0,65,1.0,1.0,0.0,0.0,0.22,255,15,0.06,1.0,1.0,0.0,0.0,21,0
5993,1,10,2,0,234,0.0,0.0,1.0,1.0,0.0,255,1,0.0,0.0,0.0,1.0,1.0,18,0
5994,1,5,5,0,285,1.0,1.0,0.0,0.0,0.05,255,13,0.05,1.0,1.0,0.0,0.0,20,0
5995,1,49,5,0,2,1.0,1.0,0.0,0.0,0.5,255,17,0.07,1.0,1.0,0.0,0.0,18,0
5996,1,49,5,0,182,1.0,1.0,0.0,0.0,0.14,255,25,0.1,1.0,1.0,0.0,0.0,20,0
5997,1,49,5,0,27,1.0,1.0,0.0,0.0,0.22,255,6,0.02,1.0,1.0,0.0,0.0,21,0
5998,1,49,5,0,207,1.0,1.0,0.0,0.0,0.03,255,5,0.02,1.0,1.0,0.0,0.0,21,0
5999,1,28,5,0,240,1.0,1.0,0.0,0.0,0.08,255,18,0.07,1.0,1.0,0.0,0.0,20,0
6000,1,60,5,0,231,1.0,1.0,0.0,0.0,0.07,255,16,0.06,1.0,1.0,0.0,0.0,20,0
6001,1,69,5,0,202,1.0,1.0,0.0,0.0,0.07,255,18,0.07,1.0,1.0,0.0,0.0,18,0
6002,1,49,5,0,225,1.0,1.0,0.0,0.0,0.06,255,13,0.05,1.0,1.0,0.0,0.0,21,0
6003,1,49,5,0,245,1.0,1.0,0.0,0.0,0.06,255,4,0.02,1.0,1.0,0.0,0.0,21,0
6004,1,21,5,0,276,1.0,1.0,0.0,0.0,0.04,255,10,0.04,1.0,1.0,0.0,0.0,20,0
6005,1,42,5,0,18,1.0,1.0,0.0,0.0,0.44,255,8,0.03,1.0,1.0,0.0,0.0,18,0
6006,1,49,5,0,110,1.0,1.0,0.0,0.0,0.01,255,20,0.08,1.0,1.0,0.0,0.0,21,0
6007,1,49,5,0,148,1.0,1.0,0.0,0.0,0.13,255,2,0.01,1.0,1.0,0.0,0.0,21,0
6008,1,18,5,0,15,1.0,1.0,0.0,0.0,0.27,255,43,0.17,1.0,1.0,0.0,0.0,18,0
6009,1,60,5,0,57,1.0,1.0,0.0,0.0,0.25,255,65,0.25,1.0,1.0,0.0,0.0,19,0
6010,1,59,5,0,297,1.0,1.0,0.0,0.0,0.07,255,20,0.08,1.0,1.0,0.0,0.0,20,0
6011,0,15,9,0,193,0.0,0.0,0.0,0.0,1.0,255,193,0.76,0.0,0.0,0.0,0.0,18,0
6012,1,4,5,0,254,1.0,1.0,0.0,0.0,0.0,255,20,0.08,1.0,1.0,0.0,0.0,18,0
6013,1,24,9,1,3,0.0,0.0,0.0,0.0,1.0,101,101,1.0,0.0,0.0,0.01,0.01,11,0
6014,1,60,5,0,63,1.0,1.0,0.0,0.0,0.21,255,57,0.22,1.0,1.0,0.0,0.0,20,0
6015,2,49,9,0,82,0.0,0.0,0.0,0.0,1.0,154,82,0.53,0.0,0.0,0.0,0.0,15,0
6016,1,20,5,0,65,1.0,1.0,0.0,0.0,0.26,255,64,0.25,1.0,1.0,0.0,0.0,19,0
6017,0,15,9,0,511,0.0,0.0,0.0,0.0,1.0,255,236,0.93,0.0,0.0,0.0,0.0,17,0
6018,1,49,5,0,247,1.0,1.0,0.0,0.0,0.04,255,9,0.04,1.0,1.0,0.0,0.0,21,0
6019,1,49,5,0,254,1.0,1.0,0.0,0.0,0.07,255,4,0.02,1.0,1.0,0.0,0.0,21,0
6020,1,49,1,0,95,0.0,0.0,1.0,1.0,0.21,255,2,0.01,0.0,0.0,1.0,1.0,19,0
6021,1,49,5,0,214,1.0,1.0,0.0,0.0,0.01,255,19,0.07,1.0,1.0,0.0,0.0,21,0
6022,1,58,1,0,293,0.0,0.0,1.0,1.0,0.06,255,18,0.07,0.0,0.0,1.0,1.0,20,0
6023,1,69,1,0,231,0.0,0.0,1.0,1.0,0.03,255,6,0.02,0.0,0.0,1.0,1.0,20,0
6024,1,11,5,0,225,1.0,1.0,0.0,0.0,0.08,255,19,0.07,1.0,1.0,0.0,0.0,18,0
6025,1,63,5,0,2,1.0,1.0,0.0,0.0,0.5,255,7,0.03,1.0,1.0,0.0,0.0,18,0
6026,1,44,5,0,198,1.0,1.0,0.0,0.0,0.01,255,2,0.01,1.0,1.0,0.0,0.0,21,0
6027,1,7,5,0,120,1.0,1.0,0.0,0.0,0.09,255,6,0.02,1.0,1.0,0.0,0.0,18,0
6028,1,49,5,0,259,1.0,1.0,0.0,0.0,0.04,255,19,0.07,1.0,1.0,0.0,0.0,21,0
6029,1,29,5,0,296,1.0,1.0,0.0,0.0,0.03,255,10,0.04,1.0,1.0,0.0,0.0,18,0
6030,1,49,5,0,106,1.0,1.0,0.0,0.0,0.19,255,20,0.08,1.0,1.0,0.0,0.0,21,0
6031,1,49,5,0,138,1.0,1.0,0.0,0.0,0.09,255,28,0.11,1.0,1.0,0.0,0.0,18,0
6032,1,49,5,0,236,1.0,1.0,0.0,0.0,0.05,255,12,0.05,1.0,1.0,0.0,0.0,21,0
6033,1,2,5,0,259,1.0,1.0,0.0,0.0,0.03,255,12,0.05,1.0,1.0,0.0,0.0,18,0
6034,2,49,9,0,167,0.6,0.0,0.0,0.0,0.4,255,67,0.26,0.09,0.0,0.65,0.0,18,0
6035,1,49,5,0,109,1.0,1.0,0.0,0.0,0.17,255,12,0.05,1.0,1.0,0.0,0.0,21,0
